msa,name_msa,fipstate,fipscty,name_county
38820,"Port Angeles, WA Micro Area",53,9,"Clallam County, Washington"
38840,"Port Clinton, OH Micro Area",39,123,"Ottawa County, Ohio"
38860,"Portland-South Portland, ME Metro Area",23,5,"Cumberland County, Maine"
38860,"Portland-South Portland, ME Metro Area",23,23,"Sagadahoc County, Maine"
38860,"Portland-South Portland, ME Metro Area",23,31,"York County, Maine"
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",41,5,"Clackamas County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",41,9,"Columbia County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",41,51,"Multnomah County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",41,67,"Washington County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",41,71,"Yamhill County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",53,11,"Clark County, Washington"
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",53,59,"Skamania County, Washington"
38920,"Port Lavaca, TX Micro Area",48,57,"Calhoun County, Texas"
38940,"Port St. Lucie, FL Metro Area",12,85,"Martin County, Florida"
38940,"Port St. Lucie, FL Metro Area",12,111,"St. Lucie County, Florida"
39020,"Portsmouth, OH Micro Area",39,145,"Scioto County, Ohio"
39060,"Pottsville, PA Micro Area",42,107,"Schuylkill County, Pennsylvania"
39140,"Prescott, AZ Metro Area",4,25,"Yavapai County, Arizona"
39220,"Price, UT Micro Area",49,7,"Carbon County, Utah"
39260,"Prineville, OR Micro Area",41,13,"Crook County, Oregon"
39300,"Providence-Warwick, RI-MA Metro Area",25,5,"Bristol County, Massachusetts"
39300,"Providence-Warwick, RI-MA Metro Area",44,1,"Bristol County, Rhode Island"
39300,"Providence-Warwick, RI-MA Metro Area",44,3,"Kent County, Rhode Island"
39300,"Providence-Warwick, RI-MA Metro Area",44,5,"Newport County, Rhode Island"
39300,"Providence-Warwick, RI-MA Metro Area",44,7,"Providence County, Rhode Island"
39300,"Providence-Warwick, RI-MA Metro Area",44,9,"Washington County, Rhode Island"
39340,"Provo-Orem, UT Metro Area",49,23,"Juab County, Utah"
39340,"Provo-Orem, UT Metro Area",49,49,"Utah County, Utah"
39380,"Pueblo, CO Metro Area",8,101,"Pueblo County, Colorado"
39420,"Pullman, WA Micro Area",53,75,"Whitman County, Washington"
39460,"Punta Gorda, FL Metro Area",12,15,"Charlotte County, Florida"
39500,"Quincy, IL-MO Micro Area",17,1,"Adams County, Illinois"
39500,"Quincy, IL-MO Micro Area",29,111,"Lewis County, Missouri"
39540,"Racine, WI Metro Area",55,101,"Racine County, Wisconsin"
39580,"Raleigh, NC Metro Area",37,69,"Franklin County, North Carolina"
39580,"Raleigh, NC Metro Area",37,101,"Johnston County, North Carolina"
39580,"Raleigh, NC Metro Area",37,183,"Wake County, North Carolina"
39660,"Rapid City, SD Metro Area",46,33,"Custer County, South Dakota"
39660,"Rapid City, SD Metro Area",46,93,"Meade County, South Dakota"
39660,"Rapid City, SD Metro Area",46,103,"Pennington County, South Dakota"
39700,"Raymondville, TX Micro Area",48,489,"Willacy County, Texas"
39740,"Reading, PA Metro Area",42,11,"Berks County, Pennsylvania"
39780,"Red Bluff, CA Micro Area",6,103,"Tehama County, California"
39820,"Redding, CA Metro Area",6,89,"Shasta County, California"
39860,"Red Wing, MN Micro Area",27,49,"Goodhue County, Minnesota"
39900,"Reno, NV Metro Area",32,29,"Storey County, Nevada"
39900,"Reno, NV Metro Area",32,31,"Washoe County, Nevada"
39940,"Rexburg, ID Micro Area",16,43,"Fremont County, Idaho"
39940,"Rexburg, ID Micro Area",16,65,"Madison County, Idaho"
39980,"Richmond, IN Micro Area",18,177,"Wayne County, Indiana"
40060,"Richmond, VA Metro Area",51,7,"Amelia County, Virginia"
40060,"Richmond, VA Metro Area",51,33,"Caroline County, Virginia"
40060,"Richmond, VA Metro Area",51,36,"Charles City County, Virginia"
40060,"Richmond, VA Metro Area",51,41,"Chesterfield County, Virginia"
40060,"Richmond, VA Metro Area",51,53,"Dinwiddie County, Virginia"
40060,"Richmond, VA Metro Area",51,75,"Goochland County, Virginia"
40060,"Richmond, VA Metro Area",51,85,"Hanover County, Virginia"
40060,"Richmond, VA Metro Area",51,87,"Henrico County, Virginia"
40060,"Richmond, VA Metro Area",51,101,"King William County, Virginia"
40060,"Richmond, VA Metro Area",51,127,"New Kent County, Virginia"
40060,"Richmond, VA Metro Area",51,145,"Powhatan County, Virginia"
40060,"Richmond, VA Metro Area",51,149,"Prince George County, Virginia"
40060,"Richmond, VA Metro Area",51,183,"Sussex County, Virginia"
40060,"Richmond, VA Metro Area",51,570,"Colonial Heights city, Virginia"
40060,"Richmond, VA Metro Area",51,670,"Hopewell city, Virginia"
40060,"Richmond, VA Metro Area",51,730,"Petersburg city, Virginia"
40060,"Richmond, VA Metro Area",51,760,"Richmond city, Virginia"
40080,"Richmond-Berea, KY Micro Area",21,151,"Madison County, Kentucky"
40080,"Richmond-Berea, KY Micro Area",21,203,"Rockcastle County, Kentucky"
40100,"Rio Grande City, TX Micro Area",48,427,"Starr County, Texas"
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",6,65,"Riverside County, California"
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",6,71,"San Bernardino County, California"
40180,"Riverton, WY Micro Area",56,13,"Fremont County, Wyoming"
40220,"Roanoke, VA Metro Area",51,23,"Botetourt County, Virginia"
40220,"Roanoke, VA Metro Area",51,45,"Craig County, Virginia"
40220,"Roanoke, VA Metro Area",51,67,"Franklin County, Virginia"
40220,"Roanoke, VA Metro Area",51,161,"Roanoke County, Virginia"
40220,"Roanoke, VA Metro Area",51,770,"Roanoke city, Virginia"
40220,"Roanoke, VA Metro Area",51,775,"Salem city, Virginia"
40260,"Roanoke Rapids, NC Micro Area",37,83,"Halifax County, North Carolina"
40260,"Roanoke Rapids, NC Micro Area",37,131,"Northampton County, North Carolina"
40300,"Rochelle, IL Micro Area",17,141,"Ogle County, Illinois"
40340,"Rochester, MN Metro Area",27,39,"Dodge County, Minnesota"
40340,"Rochester, MN Metro Area",27,45,"Fillmore County, Minnesota"
40340,"Rochester, MN Metro Area",27,109,"Olmsted County, Minnesota"
40340,"Rochester, MN Metro Area",27,157,"Wabasha County, Minnesota"
40380,"Rochester, NY Metro Area",36,51,"Livingston County, New York"
40380,"Rochester, NY Metro Area",36,55,"Monroe County, New York"
40380,"Rochester, NY Metro Area",36,69,"Ontario County, New York"
40380,"Rochester, NY Metro Area",36,73,"Orleans County, New York"
40380,"Rochester, NY Metro Area",36,117,"Wayne County, New York"
40380,"Rochester, NY Metro Area",36,123,"Yates County, New York"
40420,"Rockford, IL Metro Area",17,7,"Boone County, Illinois"
40420,"Rockford, IL Metro Area",17,201,"Winnebago County, Illinois"
40460,"Rockingham, NC Micro Area",37,153,"Richmond County, North Carolina"
40540,"Rock Springs, WY Micro Area",56,37,"Sweetwater County, Wyoming"
40580,"Rocky Mount, NC Metro Area",37,65,"Edgecombe County, North Carolina"
40580,"Rocky Mount, NC Metro Area",37,127,"Nash County, North Carolina"
40620,"Rolla, MO Micro Area",29,161,"Phelps County, Missouri"
40660,"Rome, GA Metro Area",13,115,"Floyd County, Georgia"
40700,"Roseburg, OR Micro Area",41,19,"Douglas County, Oregon"
40740,"Roswell, NM Micro Area",35,5,"Chaves County, New Mexico"
40760,"Ruidoso, NM Micro Area",35,27,"Lincoln County, New Mexico"
40780,"Russellville, AR Micro Area",5,115,"Pope County, Arkansas"
40780,"Russellville, AR Micro Area",5,149,"Yell County, Arkansas"
40820,"Ruston, LA Micro Area",22,61,"Lincoln Parish, Louisiana"
40860,"Rutland, VT Micro Area",50,21,"Rutland County, Vermont"
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",6,17,"El Dorado County, California"
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",6,61,"Placer County, California"
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",6,67,"Sacramento County, California"
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",6,113,"Yolo County, California"
40940,"Safford, AZ Micro Area",4,9,"Graham County, Arizona"
40980,"Saginaw, MI Metro Area",26,145,"Saginaw County, Michigan"
41060,"St. Cloud, MN Metro Area",27,9,"Benton County, Minnesota"
41060,"St. Cloud, MN Metro Area",27,145,"Stearns County, Minnesota"
41100,"St. George, UT Metro Area",49,53,"Washington County, Utah"
41140,"St. Joseph, MO-KS Metro Area",20,43,"Doniphan County, Kansas"
41140,"St. Joseph, MO-KS Metro Area",29,3,"Andrew County, Missouri"
41140,"St. Joseph, MO-KS Metro Area",29,21,"Buchanan County, Missouri"
41140,"St. Joseph, MO-KS Metro Area",29,63,"DeKalb County, Missouri"
41180,"St. Louis, MO-IL Metro Area",17,5,"Bond County, Illinois"
41180,"St. Louis, MO-IL Metro Area",17,13,"Calhoun County, Illinois"
41180,"St. Louis, MO-IL Metro Area",17,27,"Clinton County, Illinois"
41180,"St. Louis, MO-IL Metro Area",17,83,"Jersey County, Illinois"
41180,"St. Louis, MO-IL Metro Area",17,117,"Macoupin County, Illinois"
41180,"St. Louis, MO-IL Metro Area",17,119,"Madison County, Illinois"
41180,"St. Louis, MO-IL Metro Area",17,133,"Monroe County, Illinois"
41180,"St. Louis, MO-IL Metro Area",17,163,"St. Clair County, Illinois"
41180,"St. Louis, MO-IL Metro Area",29,71,"Franklin County, Missouri"
41180,"St. Louis, MO-IL Metro Area",29,99,"Jefferson County, Missouri"
41180,"St. Louis, MO-IL Metro Area",29,113,"Lincoln County, Missouri"
41180,"St. Louis, MO-IL Metro Area",29,183,"St. Charles County, Missouri"
41180,"St. Louis, MO-IL Metro Area",29,189,"St. Louis County, Missouri"
41180,"St. Louis, MO-IL Metro Area",29,219,"Warren County, Missouri"
41180,"St. Louis, MO-IL Metro Area",29,510,"St. Louis city, Missouri"
41220,"St. Marys, GA Micro Area",13,39,"Camden County, Georgia"
41260,"St. Marys, PA Micro Area",42,47,"Elk County, Pennsylvania"
41400,"Salem, OH Micro Area",39,29,"Columbiana County, Ohio"
41420,"Salem, OR Metro Area",41,47,"Marion County, Oregon"
41420,"Salem, OR Metro Area",41,53,"Polk County, Oregon"
41460,"Salina, KS Micro Area",20,143,"Ottawa County, Kansas"
41460,"Salina, KS Micro Area",20,169,"Saline County, Kansas"
41500,"Salinas, CA Metro Area",6,53,"Monterey County, California"
41540,"Salisbury, MD-DE Metro Area",10,5,"Sussex County, Delaware"
41540,"Salisbury, MD-DE Metro Area",24,39,"Somerset County, Maryland"
41540,"Salisbury, MD-DE Metro Area",24,45,"Wicomico County, Maryland"
41540,"Salisbury, MD-DE Metro Area",24,47,"Worcester County, Maryland"
41620,"Salt Lake City, UT Metro Area",49,35,"Salt Lake County, Utah"
41620,"Salt Lake City, UT Metro Area",49,45,"Tooele County, Utah"
41660,"San Angelo, TX Metro Area",48,235,"Irion County, Texas"
41660,"San Angelo, TX Metro Area",48,451,"Tom Green County, Texas"
41700,"San Antonio-New Braunfels, TX Metro Area",48,13,"Atascosa County, Texas"
41700,"San Antonio-New Braunfels, TX Metro Area",48,19,"Bandera County, Texas"
41700,"San Antonio-New Braunfels, TX Metro Area",48,29,"Bexar County, Texas"
41700,"San Antonio-New Braunfels, TX Metro Area",48,91,"Comal County, Texas"
41700,"San Antonio-New Braunfels, TX Metro Area",48,187,"Guadalupe County, Texas"
41700,"San Antonio-New Braunfels, TX Metro Area",48,259,"Kendall County, Texas"
41700,"San Antonio-New Braunfels, TX Metro Area",48,325,"Medina County, Texas"
41700,"San Antonio-New Braunfels, TX Metro Area",48,493,"Wilson County, Texas"
41740,"San Diego-Carlsbad, CA Metro Area",6,73,"San Diego County, California"
41760,"Sandpoint, ID Micro Area",16,17,"Bonner County, Idaho"
41780,"Sandusky, OH Micro Area",39,43,"Erie County, Ohio"
41820,"Sanford, NC Micro Area",37,105,"Lee County, North Carolina"
41860,"San Francisco-Oakland-Hayward, CA Metro Area",6,1,"Alameda County, California"
41860,"San Francisco-Oakland-Hayward, CA Metro Area",6,13,"Contra Costa County, California"
41860,"San Francisco-Oakland-Hayward, CA Metro Area",6,41,"Marin County, California"
41860,"San Francisco-Oakland-Hayward, CA Metro Area",6,75,"San Francisco County, California"
41860,"San Francisco-Oakland-Hayward, CA Metro Area",6,81,"San Mateo County, California"
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",6,69,"San Benito County, California"
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",6,85,"Santa Clara County, California"
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",6,79,"San Luis Obispo County, California"
42100,"Santa Cruz-Watsonville, CA Metro Area",6,87,"Santa Cruz County, California"
42140,"Santa Fe, NM Metro Area",35,49,"Santa Fe County, New Mexico"
42200,"Santa Maria-Santa Barbara, CA Metro Area",6,83,"Santa Barbara County, California"
42220,"Santa Rosa, CA Metro Area",6,97,"Sonoma County, California"
42300,"Sault Ste. Marie, MI Micro Area",26,33,"Chippewa County, Michigan"
42340,"Savannah, GA Metro Area",13,29,"Bryan County, Georgia"
42340,"Savannah, GA Metro Area",13,51,"Chatham County, Georgia"
42340,"Savannah, GA Metro Area",13,103,"Effingham County, Georgia"
42380,"Sayre, PA Micro Area",42,15,"Bradford County, Pennsylvania"
42420,"Scottsbluff, NE Micro Area",31,7,"Banner County, Nebraska"
42420,"Scottsbluff, NE Micro Area",31,157,"Scotts Bluff County, Nebraska"
42420,"Scottsbluff, NE Micro Area",31,165,"Sioux County, Nebraska"
42460,"Scottsboro, AL Micro Area",1,71,"Jackson County, Alabama"
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",42,69,"Lackawanna County, Pennsylvania"
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",42,79,"Luzerne County, Pennsylvania"
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",42,131,"Wyoming County, Pennsylvania"
42620,"Searcy, AR Micro Area",5,145,"White County, Arkansas"
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",53,33,"King County, Washington"
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",53,53,"Pierce County, Washington"
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",53,61,"Snohomish County, Washington"
42680,"Sebastian-Vero Beach, FL Metro Area",12,61,"Indian River County, Florida"
42700,"Sebring, FL Metro Area",12,55,"Highlands County, Florida"
42740,"Sedalia, MO Micro Area",29,159,"Pettis County, Missouri"
42780,"Selinsgrove, PA Micro Area",42,109,"Snyder County, Pennsylvania"
42820,"Selma, AL Micro Area",1,47,"Dallas County, Alabama"
42860,"Seneca, SC Micro Area",45,73,"Oconee County, South Carolina"
42900,"Seneca Falls, NY Micro Area",36,99,"Seneca County, New York"
42940,"Sevierville, TN Micro Area",47,155,"Sevier County, Tennessee"
42980,"Seymour, IN Micro Area",18,71,"Jackson County, Indiana"
43020,"Shawano, WI Micro Area",55,78,"Menominee County, Wisconsin"
43020,"Shawano, WI Micro Area",55,115,"Shawano County, Wisconsin"
43060,"Shawnee, OK Micro Area",40,125,"Pottawatomie County, Oklahoma"
43100,"Sheboygan, WI Metro Area",55,117,"Sheboygan County, Wisconsin"
43140,"Shelby, NC Micro Area",37,45,"Cleveland County, North Carolina"
43180,"Shelbyville, TN Micro Area",47,3,"Bedford County, Tennessee"
43220,"Shelton, WA Micro Area",53,45,"Mason County, Washington"
43260,"Sheridan, WY Micro Area",56,33,"Sheridan County, Wyoming"
43300,"Sherman-Denison, TX Metro Area",48,181,"Grayson County, Texas"
43320,"Show Low, AZ Micro Area",4,17,"Navajo County, Arizona"
43340,"Shreveport-Bossier City, LA Metro Area",22,15,"Bossier Parish, Louisiana"
43340,"Shreveport-Bossier City, LA Metro Area",22,17,"Caddo Parish, Louisiana"
43340,"Shreveport-Bossier City, LA Metro Area",22,31,"De Soto Parish, Louisiana"
43340,"Shreveport-Bossier City, LA Metro Area",22,119,"Webster Parish, Louisiana"
43380,"Sidney, OH Micro Area",39,149,"Shelby County, Ohio"
43420,"Sierra Vista-Douglas, AZ Metro Area",4,3,"Cochise County, Arizona"
43460,"Sikeston, MO Micro Area",29,201,"Scott County, Missouri"
43500,"Silver City, NM Micro Area",35,17,"Grant County, New Mexico"
43580,"Sioux City, IA-NE-SD Metro Area",19,149,"Plymouth County, Iowa"
43580,"Sioux City, IA-NE-SD Metro Area",19,193,"Woodbury County, Iowa"
43580,"Sioux City, IA-NE-SD Metro Area",31,43,"Dakota County, Nebraska"
43580,"Sioux City, IA-NE-SD Metro Area",31,51,"Dixon County, Nebraska"
43580,"Sioux City, IA-NE-SD Metro Area",46,127,"Union County, South Dakota"
43620,"Sioux Falls, SD Metro Area",46,83,"Lincoln County, South Dakota"
43620,"Sioux Falls, SD Metro Area",46,87,"McCook County, South Dakota"
43620,"Sioux Falls, SD Metro Area",46,99,"Minnehaha County, South Dakota"
43620,"Sioux Falls, SD Metro Area",46,125,"Turner County, South Dakota"
43660,"Snyder, TX Micro Area",48,415,"Scurry County, Texas"
43700,"Somerset, KY Micro Area",21,199,"Pulaski County, Kentucky"
43740,"Somerset, PA Micro Area",42,111,"Somerset County, Pennsylvania"
43760,"Sonora, CA Micro Area",6,109,"Tuolumne County, California"
43780,"South Bend-Mishawaka, IN-MI Metro Area",18,141,"St. Joseph County, Indiana"
43780,"South Bend-Mishawaka, IN-MI Metro Area",26,27,"Cass County, Michigan"
43900,"Spartanburg, SC Metro Area",45,83,"Spartanburg County, South Carolina"
43900,"Spartanburg, SC Metro Area",45,87,"Union County, South Carolina"
43940,"Spearfish, SD Micro Area",46,81,"Lawrence County, South Dakota"
43980,"Spencer, IA Micro Area",19,41,"Clay County, Iowa"
44020,"Spirit Lake, IA Micro Area",19,59,"Dickinson County, Iowa"
44060,"Spokane-Spokane Valley, WA Metro Area",53,51,"Pend Oreille County, Washington"
44060,"Spokane-Spokane Valley, WA Metro Area",53,63,"Spokane County, Washington"
44060,"Spokane-Spokane Valley, WA Metro Area",53,65,"Stevens County, Washington"
44100,"Springfield, IL Metro Area",17,129,"Menard County, Illinois"
44100,"Springfield, IL Metro Area",17,167,"Sangamon County, Illinois"
44140,"Springfield, MA Metro Area",25,13,"Hampden County, Massachusetts"
44140,"Springfield, MA Metro Area",25,15,"Hampshire County, Massachusetts"
44180,"Springfield, MO Metro Area",29,43,"Christian County, Missouri"
44180,"Springfield, MO Metro Area",29,59,"Dallas County, Missouri"
44180,"Springfield, MO Metro Area",29,77,"Greene County, Missouri"
44180,"Springfield, MO Metro Area",29,167,"Polk County, Missouri"
44180,"Springfield, MO Metro Area",29,225,"Webster County, Missouri"
44220,"Springfield, OH Metro Area",39,23,"Clark County, Ohio"
44260,"Starkville, MS Micro Area",28,105,"Oktibbeha County, Mississippi"
44300,"State College, PA Metro Area",42,27,"Centre County, Pennsylvania"
44340,"Statesboro, GA Micro Area",13,31,"Bulloch County, Georgia"
44420,"Staunton-Waynesboro, VA Metro Area",51,15,"Augusta County, Virginia"
44420,"Staunton-Waynesboro, VA Metro Area",51,790,"Staunton city, Virginia"
44420,"Staunton-Waynesboro, VA Metro Area",51,820,"Waynesboro city, Virginia"
44460,"Steamboat Springs, CO Micro Area",8,107,"Routt County, Colorado"
44500,"Stephenville, TX Micro Area",48,143,"Erath County, Texas"
44540,"Sterling, CO Micro Area",8,75,"Logan County, Colorado"
44580,"Sterling, IL Micro Area",17,195,"Whiteside County, Illinois"
44620,"Stevens Point, WI Micro Area",55,97,"Portage County, Wisconsin"
44660,"Stillwater, OK Micro Area",40,119,"Payne County, Oklahoma"
44700,"Stockton-Lodi, CA Metro Area",6,77,"San Joaquin County, California"
44740,"Storm Lake, IA Micro Area",19,21,"Buena Vista County, Iowa"
44780,"Sturgis, MI Micro Area",26,149,"St. Joseph County, Michigan"
44860,"Sulphur Springs, TX Micro Area",48,223,"Hopkins County, Texas"
44900,"Summerville, GA Micro Area",13,55,"Chattooga County, Georgia"
44920,"Summit Park, UT Micro Area",49,43,"Summit County, Utah"
44940,"Sumter, SC Metro Area",45,85,"Sumter County, South Carolina"
44980,"Sunbury, PA Micro Area",42,97,"Northumberland County, Pennsylvania"
45000,"Susanville, CA Micro Area",6,35,"Lassen County, California"
45020,"Sweetwater, TX Micro Area",48,353,"Nolan County, Texas"
45060,"Syracuse, NY Metro Area",36,53,"Madison County, New York"
45060,"Syracuse, NY Metro Area",36,67,"Onondaga County, New York"
45060,"Syracuse, NY Metro Area",36,75,"Oswego County, New York"
45140,"Tahlequah, OK Micro Area",40,21,"Cherokee County, Oklahoma"
45180,"Talladega-Sylacauga, AL Micro Area",1,37,"Coosa County, Alabama"
45180,"Talladega-Sylacauga, AL Micro Area",1,121,"Talladega County, Alabama"
45220,"Tallahassee, FL Metro Area",12,39,"Gadsden County, Florida"
45220,"Tallahassee, FL Metro Area",12,65,"Jefferson County, Florida"
45220,"Tallahassee, FL Metro Area",12,73,"Leon County, Florida"
45220,"Tallahassee, FL Metro Area",12,129,"Wakulla County, Florida"
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",12,53,"Hernando County, Florida"
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",12,57,"Hillsborough County, Florida"
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",12,101,"Pasco County, Florida"
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",12,103,"Pinellas County, Florida"
45340,"Taos, NM Micro Area",35,55,"Taos County, New Mexico"
45380,"Taylorville, IL Micro Area",17,21,"Christian County, Illinois"
45460,"Terre Haute, IN Metro Area",18,21,"Clay County, Indiana"
45460,"Terre Haute, IN Metro Area",18,153,"Sullivan County, Indiana"
45460,"Terre Haute, IN Metro Area",18,165,"Vermillion County, Indiana"
45460,"Terre Haute, IN Metro Area",18,167,"Vigo County, Indiana"
45500,"Texarkana, TX-AR Metro Area",5,81,"Little River County, Arkansas"
45500,"Texarkana, TX-AR Metro Area",5,91,"Miller County, Arkansas"
45500,"Texarkana, TX-AR Metro Area",48,37,"Bowie County, Texas"
45520,"The Dalles, OR Micro Area",41,65,"Wasco County, Oregon"
45540,"The Villages, FL Metro Area",12,119,"Sumter County, Florida"
45580,"Thomaston, GA Micro Area",13,293,"Upson County, Georgia"
45620,"Thomasville, GA Micro Area",13,275,"Thomas County, Georgia"
45660,"Tiffin, OH Micro Area",39,147,"Seneca County, Ohio"
45700,"Tifton, GA Micro Area",13,277,"Tift County, Georgia"
45740,"Toccoa, GA Micro Area",13,257,"Stephens County, Georgia"
45780,"Toledo, OH Metro Area",39,51,"Fulton County, Ohio"
45780,"Toledo, OH Metro Area",39,95,"Lucas County, Ohio"
45780,"Toledo, OH Metro Area",39,173,"Wood County, Ohio"
45820,"Topeka, KS Metro Area",20,85,"Jackson County, Kansas"
45820,"Topeka, KS Metro Area",20,87,"Jefferson County, Kansas"
45820,"Topeka, KS Metro Area",20,139,"Osage County, Kansas"
45820,"Topeka, KS Metro Area",20,177,"Shawnee County, Kansas"
45820,"Topeka, KS Metro Area",20,197,"Wabaunsee County, Kansas"
45860,"Torrington, CT Micro Area",9,5,"Litchfield County, Connecticut"
45900,"Traverse City, MI Micro Area",26,19,"Benzie County, Michigan"
45900,"Traverse City, MI Micro Area",26,55,"Grand Traverse County, Michigan"
45900,"Traverse City, MI Micro Area",26,79,"Kalkaska County, Michigan"
45900,"Traverse City, MI Micro Area",26,89,"Leelanau County, Michigan"
45940,"Trenton, NJ Metro Area",34,21,"Mercer County, New Jersey"
45980,"Troy, AL Micro Area",1,109,"Pike County, Alabama"
46020,"Truckee-Grass Valley, CA Micro Area",6,57,"Nevada County, California"
46060,"Tucson, AZ Metro Area",4,19,"Pima County, Arizona"
46100,"Tullahoma-Manchester, TN Micro Area",47,31,"Coffee County, Tennessee"
46100,"Tullahoma-Manchester, TN Micro Area",47,51,"Franklin County, Tennessee"
46100,"Tullahoma-Manchester, TN Micro Area",47,127,"Moore County, Tennessee"
46140,"Tulsa, OK Metro Area",40,37,"Creek County, Oklahoma"
46140,"Tulsa, OK Metro Area",40,111,"Okmulgee County, Oklahoma"
46140,"Tulsa, OK Metro Area",40,113,"Osage County, Oklahoma"
46140,"Tulsa, OK Metro Area",40,117,"Pawnee County, Oklahoma"
46140,"Tulsa, OK Metro Area",40,131,"Rogers County, Oklahoma"
46140,"Tulsa, OK Metro Area",40,143,"Tulsa County, Oklahoma"
46140,"Tulsa, OK Metro Area",40,145,"Wagoner County, Oklahoma"
46180,"Tupelo, MS Micro Area",28,57,"Itawamba County, Mississippi"
46180,"Tupelo, MS Micro Area",28,81,"Lee County, Mississippi"
46180,"Tupelo, MS Micro Area",28,115,"Pontotoc County, Mississippi"
46220,"Tuscaloosa, AL Metro Area",1,65,"Hale County, Alabama"
46220,"Tuscaloosa, AL Metro Area",1,107,"Pickens County, Alabama"
46220,"Tuscaloosa, AL Metro Area",1,125,"Tuscaloosa County, Alabama"
46300,"Twin Falls, ID Micro Area",16,53,"Jerome County, Idaho"
46300,"Twin Falls, ID Micro Area",16,83,"Twin Falls County, Idaho"
46340,"Tyler, TX Metro Area",48,423,"Smith County, Texas"
46380,"Ukiah, CA Micro Area",6,45,"Mendocino County, California"
46460,"Union City, TN-KY Micro Area",21,75,"Fulton County, Kentucky"
46460,"Union City, TN-KY Micro Area",47,131,"Obion County, Tennessee"
46500,"Urbana, OH Micro Area",39,21,"Champaign County, Ohio"
46520,"Urban Honolulu, HI Metro Area",15,3,"Honolulu County, Hawaii"
46540,"Utica-Rome, NY Metro Area",36,43,"Herkimer County, New York"
46540,"Utica-Rome, NY Metro Area",36,65,"Oneida County, New York"
46620,"Uvalde, TX Micro Area",48,463,"Uvalde County, Texas"
46660,"Valdosta, GA Metro Area",13,27,"Brooks County, Georgia"
46660,"Valdosta, GA Metro Area",13,101,"Echols County, Georgia"
46660,"Valdosta, GA Metro Area",13,173,"Lanier County, Georgia"
46660,"Valdosta, GA Metro Area",13,185,"Lowndes County, Georgia"
46700,"Vallejo-Fairfield, CA Metro Area",6,95,"Solano County, California"
46740,"Valley, AL Micro Area",1,17,"Chambers County, Alabama"
46780,"Van Wert, OH Micro Area",39,161,"Van Wert County, Ohio"
46820,"Vermillion, SD Micro Area",46,27,"Clay County, South Dakota"
46860,"Vernal, UT Micro Area",49,47,"Uintah County, Utah"
46900,"Vernon, TX Micro Area",48,487,"Wilbarger County, Texas"
46980,"Vicksburg, MS Micro Area",28,21,"Claiborne County, Mississippi"
46980,"Vicksburg, MS Micro Area",28,149,"Warren County, Mississippi"
47020,"Victoria, TX Metro Area",48,175,"Goliad County, Texas"
47020,"Victoria, TX Metro Area",48,469,"Victoria County, Texas"
47080,"Vidalia, GA Micro Area",13,209,"Montgomery County, Georgia"
47080,"Vidalia, GA Micro Area",13,279,"Toombs County, Georgia"
47180,"Vincennes, IN Micro Area",18,83,"Knox County, Indiana"
47220,"Vineland-Bridgeton, NJ Metro Area",34,11,"Cumberland County, New Jersey"
47240,"Vineyard Haven, MA Micro Area",25,7,"Dukes County, Massachusetts"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",37,53,"Currituck County, North Carolina"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",37,73,"Gates County, North Carolina"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,73,"Gloucester County, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,93,"Isle of Wight County, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,95,"James City County, Virginia"
